case_SUMleges_seq,action_code_seq,activityNameEN_seq,case_caseStatus_seq,case_Responsible_actor_seq,concept_name_seq,case_last_phase_seq,case_requestComplete_seq,case_parts_seq,question_seq,case_termName_seq,monitoringResource_seq,org_resource_seq,delta,delta_p,delta_df,duration,duration_df,duration_p,cluster
0,01HOOFD010,registersubmissiondaterequest,G,560852,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Bouw,EMPTY,EMPTY,560852,560752,0/1/1,0,0,2,0,0,4
2534.5469/2534.5469/2534.5469/2534.5469/2534.5469/2534.5469,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G,560852/560852/560852/560852/560852/560852,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560852/560852/560852/560852/560852/560852,560752/560852/560852/560852/560781/560781,0/1/31/0/0/11/0/10,0/2/0/28/11/0,0/30/0/0/11/0,53,41,41,4
0/0/0/0/0/0,01HOOFD010/09AHI010/01HOOFD370/05EIND010/06VD010/01HOOFD430,registersubmissiondaterequest/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/extendprocedureterm/askstakeholdersviews,G/G/G/G/G/G,560812/560812/560812/560812/560812/560812,ArtificialStartTask/01HOOFD/09AH/01HOOFD/05EIND/06VD/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/False/False,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560812/560812/560812/560812/560812/560812,560781/560752/560752/560752/560752/560752,0/1/14/0/0/0/0/8,0/12/0/-12/0/12,0/12/0/0/0/0,23,12,12,4
0/0/0/0/0/0/0/0,01HOOFD010/08AWB450202/01HOOFD015/08AWB45010/05EIND010/06VD010/08AWB45110/01HOOFD790,registersubmissiondaterequest/entersenddateretrievemissingdata/phaseapplicationreceived/termforsupplyingmissingdata/terminateonrequest/extendprocedureterm/objectiontopermanentsuspensionreceived/closecase,G/G/G/G/G/G/G/G,1550894/1550894/1550894/1550894/1550894/1550894/1550894/1550894,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/08AWB45/05EIND/06VD/08AWB45/01HOOFD/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY/False/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560752/1550894/1550894/1550894/1550894/1550894/1550894/1550894,560752/560752/560752/560752/560752/560752/560752/560752,0/1/17/0/0/33/0/0/0/0,0/0/0/0/0/0/33/0,0/0/0/0/33/0/0/0,51,33,33,4
0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD250/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/treatsubcasescontent/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560812/560812/560812/560812/560812/560812/560812,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560812/560812/560812/560812/560812/560812/560812,560752/560752/560752/560752/560752/560752/560752,0/1/14/0/0/0/0/0/8,0/0/0/0/0/0/0,0/0/0/0/0/0/0,23,0,0,4
0/0/0/0/0/0/0,01HOOFD0302/06VD010/01HOOFD100/05EIND010/01HOOFD250/09AHI010/01HOOFD375,entersenddateacknowledgement/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/treatsubcasescontent/article34WABOapplies/phaseadviceknown,G/G/G/G/G/G/G,560812/560812/560812/560812/560812/560812/560812,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560812/560812/560812/560812/560812/560812/560812,560752/560752/560752/560752/560752/560752/560752,0/1/13/0/0/0/0/0/8,0/0/0/0/0/0/0,0/0/0/0/0/0/0,22,0,0,4
126.45/126.45/126.45/126.45/126.45/126.45/126.45,01HOOFD010/06VD010/01HOOFD110/05EIND010/01HOOFD120/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/treatsubcasescompleteness/terminateonrequest/subcasescompletenesscompleted/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G,560849/560849/560849/560849/560849/560849/560849,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen/Besluitgenomen,1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560849/560849/560849/560849/560849/560849/560849,560821/560821/560821/560821/560821/560821/560821,0/1/5/0/0/0/0/0/9,0/0/0/0/0/0/0,0/0/0/0/0/0/0,15,0,0,4
0,01HOOFD010,registersubmissiondaterequest,G,1550894,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Bouw,EMPTY,EMPTY,560821,560821,0/1/1,0,0,2,0,0,4
0/0/0/0/0/0/0/0,01HOOFD0652/08AWB450202/01HOOFD015/08AWB450902/01HOOFD040/06VD010/01HOOFD100/08AWB45010,entersenddateprocedureconfirmation/entersenddateretrievemissingdata/phaseapplicationreceived/entersenddatedecisionpermanentsuspension/forwardtothecompetentauthority/extendprocedureterm/registrerdateofpublishingreceivedrequest/termforsupplyingmissingdata,G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/06VD/01HOOFD/08AWB45/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY/False/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560604/560604/560604/560604/560604/560604/560604/560604,560429/560429/560602/560429/560429/560429/560429/560429,0/1/5/0/2/0/0/0/0/0,0/0/0/0/-2/2/0/0,0/0/-2/2/0/0/0/0,8,2,2,5
16.86/16.86/16.86/16.86/16.86/16.86/16.86/16.86/16.86/16.86,01HOOFD010/06VD010/01HOOFD5102/05EIND010/01HOOFD250/09AHI010/01HOOFD370/01BB540/01HOOFD790/01BB770,registersubmissiondaterequest/extendprocedureterm/entersenddatedecisionenvironmentalpermit/terminateonrequest/treatsubcasescontent/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable,G/G/G/G/G/G/G/G/G/G,560596/560596/560596/560596/560596/560596/560596/560596/560596/560596,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/ArtificialEndTask,Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk,1/1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560602/560596/560596/560596/560596/560596/560596/560596/560596/560596,560602/560596/560596/560596/560596/560596/560596/560429/560429/560429,0/1/51/2/0/0/0/0/61/0/0/0,0/50/2/-2/2/0/0/0/0/61,0/50/2/0/0/0/0/61/0/0,115,113,113,5
7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496/7902.3496,01HOOFD010/08AWB450202/01HOOFD1902/05EIND010/06VD010/01HOOFD120/08AWB45010/01HOOFD1902/08AWB450201/01HOOFD130/09AHI010/01HOOFD370/01BB540/01HOOFD790,registersubmissiondaterequest/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/termforsupplyingmissingdata/entersenddateprocedureconfirmation/retrievemissingdata/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G/G/G/G/G/G,560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/05EIND/06VD/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1/1/1/1/1/1/1,BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop/BouwHandeleninstrijdmetregelsROSloop,EMPTY/EMPTY/EMPTY/False/False/EMPTY/EMPTY/EMPTY/EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600,1254625/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560429/560429,0/1/19/0/0/0/0/1/55/0/0/0/0/42/0/0,0/69/0/-56/0/0/1/0/0/55/0/0/3/0,0/69/-56/0/0/0/1/55/0/0/0/0/42/0,118,111,72,5
0/0/0/0/0/0/0/0/0,01HOOFD010/08AWB450202/01HOOFD0652/06VD010/01HOOFD100/05EIND010/01HOOFD120/08AWB45010/01HOOFD790,registersubmissiondaterequest/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/subcasescompletenesscompleted/termforsupplyingmissingdata/closecase,G/G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/08AWB45/01HOOFD/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1/1/1,BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap/BouwIntegraalSloopFloraenFaunaKap,EMPTY/EMPTY/EMPTY/False/EMPTY/False/EMPTY/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,1254625/560604/560604/560604/560604/560604/560604/560604/560604,1254625/560604/560604/560604/560604/560604/560604/560604/560429,0/1/3/0/0/0/0/0/0/1/0,0/1/0/0/0/0/0/0/0,0/1/0/0/0/0/0/0/1,5,2,1,5
51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423,01HOOFD010/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD370/01BB540/01HOOFD790/01BB770,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable,G/G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/ArtificialEndTask,Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk,1/1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/True/False/EMPTY/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560604/560604/560604/560604/560604/560604/560604/560604/560604,1254625/560604/560604/560604/560604/560604/560429/560429/560429,0/1/8/0/0/0/0/102/0/0/0,0/4/0/0/0/0/4/0/98,0/4/0/0/0/0/102/0/0,111,106,106,5
51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423,01HOOFD010/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD370/01BB540/01HOOFD790/01BB770,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable,G/G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/ArtificialEndTask,Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk,1/1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/True/False/EMPTY/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,1254625/560604/560604/560604/560604/560604/560604/560604/560604,1254625/560604/560604/560604/560604/560604/560429/560429/560429,0/1/38/0/0/0/0/68/0/0/0,0/36/0/0/0/0/4/0/64,0/36/0/0/0/0/68/0/0,107,104,104,5
51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423,01HOOFD010/06VD010/01HOOFD100/09AHI010/01HOOFD370/05EIND010/01HOOFD4901/01BB540,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/creatingenvironmentalpermitdecision/objectionlodgedagainstdecision,G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/06VD/01HOOFD/09AH/01HOOFD/05EIND/01HOOFD/01BB/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/EMPTY/False/EMPTY/True,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560604/560604/560604/560604/560604/560604/560604/560604,1254625/560429/560429/560429/560429/560429/560429/560429,0/1/40/0/0/0/0/0/67/0,0/37/0/0/0/0/0/0,0/37/0/0/0/0/0/67,108,104,37,5
51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423/51.423,01HOOFD010/04BPT010/01HOOFD0651/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD370/01BB540/01HOOFD790/01BB770,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable,G/G/G/G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/ArtificialEndTask,Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk,1/1/1/1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/False/True/False/EMPTY/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,1254625/560604/560604/560604/560604/560604/560604/560604/560604/560604/560604,1254625/560604/560604/560604/560604/560604/560604/560604/560429/560429/560429,0/1/35/0/0/0/0/0/0/69/0/0/0,0/33/0/0/0/0/0/0/1/0/68,0/33/0/0/0/0/0/0/69/0/0,105,102,102,5
0/0/0/0/0/0/0,01HOOFD010/08AWB450202/01HOOFD1902/05EIND010/06VD010/01HOOFD120/08AWB45010,registersubmissiondaterequest/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/termforsupplyingmissingdata,G/G/G/G/G/G/G,560600/560600/560600/560600/560600/560600/560600,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/05EIND/06VD/01HOOFD/08AWB45/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1,BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna/BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna/BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna/BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna/BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna/BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna/BouwBrandveiliggebruikvergunningHandeleninstrijdmetregelsROMilieuvergunningFloraenFauna,EMPTY/EMPTY/EMPTY/False/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560600/560600/560600/560600/560600/560600/560600,1254625/560600/560600/560600/560600/560600/560600,0/1/39/0/0/0/0/0/74,0/38/0/0/0/0/0,0/38/0/0/0/0/0,114,38,38,5
102.846/102.846/102.846/102.846/102.846/102.846/102.846/102.846,01HOOFD010/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD370/01BB540/01HOOFD790,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G,560604/560604/560604/560604/560604/560604/560604/560604,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Besluitonherroepelijk/Besluitonherroepelijk/Besluitonherroepelijk/Besluitonherroepelijk/Besluitonherroepelijk/Besluitonherroepelijk/Besluitonherroepelijk/Besluitonherroepelijk,1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/True/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560604/560604/560604/560604/560604/560604/560604/560604,560613/560604/560604/560604/560604/560604/560429/560429,0/1/34/0/0/0/0/68/0/0,0/31/0/0/0/0/4/0,0/31/0/0/0/0/68/0,103,99,35,5
16.86/16.86/16.86/16.86/16.86/16.86/16.86/16.86/16.86,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD375/01BB540/01HOOFD790,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/phaseadviceknown/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G,560596/560596/560596/560596/560596/560596/560596/560596/560596,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk,1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/True/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560613/560596/560596/560596/560596/560596/560596/560596/560596,560613/560596/560596/560596/560596/560596/560596/560429/560429,0/1/47/0/0/0/0/0/55/0/0,0/44/0/0/0/0/0/8/0,0/44/0/0/0/0/0/55/0,103,99,52,5
478.92517/478.92517/478.92517/478.92517/478.92517/478.92517/478.92517/478.92517/478.92517/478.92517/478.92517/478.92517,01HOOFD0302/08AWB450202/01HOOFD0652/05EIND010/06VD010/01HOOFD120/08AWB45010/01HOOFD130/09AHI010/01HOOFD375/01BB540/01HOOFD790,entersenddateacknowledgement/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/termforsupplyingmissingdata/WAWpermitaspect/article34WABOapplies/phaseadviceknown/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G/G/G/G,560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/05EIND/06VD/01HOOFD/08AWB45/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1/1/1/1/1,BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO/BouwHandeleninstrijdmetregelsRO,EMPTY/EMPTY/EMPTY/False/False/EMPTY/EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600/560600,1254625/560600/560600/560600/560600/560600/560600/560600/560600/560600/560429/560429,0/1/29/0/0/0/0/0/19/0/0/48/0/0,0/48/-19/0/0/0/0/19/0/0/2/0,0/48/-19/0/0/0/0/19/0/0/48/0,97,96,50,5
118.9473/118.9473/118.9473/118.9473/118.9473/118.9473/118.9473/118.9473/118.9473,01HOOFD010/05EIND010/06VD010/01HOOFD5102/09AHI010/01HOOFD375/01BB540/01HOOFD790/01BB770,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/entersenddatedecisionenvironmentalpermit/article34WABOapplies/phaseadviceknown/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable,G/G/G/G/G/G/G/G/G,560600/560600/560600/560600/560600/560600/560600/560600/560600,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/ArtificialEndTask,Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk/Vergunningonherroepelijk,1/1/1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/False/EMPTY/False/EMPTY/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,1254625/560600/560600/560600/560600/560600/560600/560600/560600,1254625/560600/560600/1254625/560600/560600/560429/560429/560429,0/1/4/0/22/0/0/70/0/0/0,0/3/0/23/-1/0/1/0/69,0/3/0/23/-1/0/70/0/0,97,95,95,5
